film_id,actor_id
449,1
572,1
625,1
637,1
637,1
637,1
711,1
714,1
714,1
714,1
723,1
798,1
798,1
817,1
817,1
817,1
817,1
839,1
839,1
863,1
863,1
893,1
912,1
924,1
924,1
930,1
967,1
967,1
967,1
972,1
985,1
14,1
37,1
60,1
91,1
91,1
116,1
131,1
166,1
249,1
266,1
341,1
346,1
357,1
357,1
358,1
445,1
445,1
469,1
480,1
480,1
482,1
484,1
484,1
523,1
523,1
525,1
536,1
536,1
536,1
536,1
537,1
548,1
554,1
554,1
633,1
652,1
652,1
663,1
663,1
694,1
694,1
694,1
731,1
731,1
808,1
815,1
815,1
843,1
862,1
874,1
895,1
950,1
962,1
970,1
970,1
14,1
37,1
60,1
91,1
91,1
116,1
131,1
166,1
249,1
266,1
341,1
346,1
357,1
357,1
358,1
445,1
445,1
469,1
480,1
480,1
482,1
484,1
484,1
523,1
523,1
525,1
536,1
536,1
536,1
536,1
537,1
548,1
554,1
554,1
633,1
652,1
652,1
663,1
663,1
694,1
694,1
694,1
731,1
731,1
808,1
815,1
815,1
843,1
862,1
874,1
895,1
950,1
962,1
970,1
970,1
2,1
9,1
9,1
9,1
24,1
30,1
34,1
34,1
34,1
35,1
35,1
65,1
92,1
122,1
171,1
171,1
222,1
258,1
275,1
277,1
277,1
277,1
301,1
313,1
334,1
351,1
415,1
415,1
475,1
495,1
495,1
506,1
527,1
535,1
593,1
593,1
600,1
600,1
600,1
653,1
665,1
702,1
716,1
716,1
716,1
722,1
737,1
749,1
800,1
804,1
804,1
830,1
854,1
854,1
856,1
856,1
876,1
881,1
885,1
904,1
904,1
909,1
965,1
998,1
2,1
9,1
9,1
9,1
24,1
30,1
34,1
34,1
34,1
35,1
35,1
65,1
92,1
122,1
171,1
171,1
222,1
258,1
275,1
277,1
277,1
277,1
301,1
313,1
334,1
351,1
415,1
415,1
475,1
495,1
495,1
506,1
527,1
535,1
593,1
593,1
600,1
600,1
600,1
653,1
665,1
702,1
716,1
716,1
716,1
722,1
737,1
749,1
800,1
804,1
804,1
830,1
854,1
854,1
856,1
856,1
876,1
881,1
885,1
904,1
904,1
909,1
965,1
998,1
2,1
9,1
9,1
9,1
24,1
30,1
34,1
34,1
34,1
35,1
35,1
65,1
92,1
122,1
171,1
171,1
222,1
258,1
275,1
277,1
277,1
277,1
301,1
313,1
334,1
351,1
415,1
415,1
475,1
495,1
495,1
506,1
527,1
535,1
593,1
593,1
600,1
600,1
600,1
653,1
665,1
702,1
716,1
716,1
716,1
722,1
737,1
749,1
800,1
804,1
804,1
830,1
854,1
854,1
856,1
856,1
876,1
881,1
885,1
904,1
904,1
909,1
965,1
998,1
10,1
10,1
10,1
27,1
42,1
42,1
135,1
176,1
187,1
197,1
254,1
254,1
256,1
256,1
256,1
260,1
260,1
263,1
263,1
279,1
291,1
293,1
361,1
383,1
389,1
389,1
420,1
420,1
429,1
429,1
453,1
453,1
453,1
453,1
463,1
463,1
463,1
488,1
503,1
503,1
503,1
503,1
517,1
519,1
519,1
532,1
532,1
532,1
606,1
606,1
606,1
612,1
612,1
612,1
619,1
619,1
631,1
667,1
667,1
668,1
671,1
691,1
691,1
691,1
729,1
733,1
745,1
764,1
764,1
779,1
779,1
782,1
782,1
836,1
841,1
875,1
890,1
902,1
917,1
31,1
31,1
43,1
43,1
53,1
53,1
63,1
71,1
80,1
83,1
145,1
147,1
147,1
213,1
213,1
231,1
231,1
262,1
269,1
269,1
273,1
273,1
309,1
345,1
345,1
348,1
348,1
359,1
419,1
428,1
458,1
458,1
458,1
499,1
499,1
499,1
528,1
550,1
603,1
603,1
634,1
679,1
679,1
682,1
682,1
695,1
700,1
700,1
715,1
715,1
795,1
795,1
829,1
832,1
832,1
832,1
832,1
31,1
31,1
43,1
43,1
53,1
53,1
63,1
71,1
80,1
83,1
145,1
147,1
147,1
213,1
213,1
231,1
231,1
262,1
269,1
269,1
273,1
273,1
309,1
345,1
345,1
348,1
348,1
359,1
419,1
428,1
458,1
458,1
458,1
499,1
499,1
499,1
528,1
550,1
603,1
603,1
634,1
679,1
679,1
682,1
682,1
695,1
700,1
700,1
715,1
715,1
795,1
795,1
829,1
832,1
832,1
832,1
832,1
110,1
110,1
124,1
152,1
168,1
191,1
191,1
214,1
280,1
280,1
280,1
280,1
344,1
370,1
370,1
392,1
392,1
450,1
485,1
485,1
485,1
491,1
491,1
509,1
509,1
515,1
515,1
515,1
547,1
547,1
553,1
553,1
573,1
588,1
588,1
626,1
688,1
688,1
688,1
688,1
735,1
755,1
833,1
833,1
853,1
853,1
853,1
853,1
853,1
873,1
873,1
873,1
883,1
889,1
889,1
896,1
928,1
928,1
928,1
959,1
959,1
993,1
6,1
6,1
15,1
16,1
47,1
47,1
52,1
112,1
112,1
112,1
112,1
148,1
148,1
170,1
185,1
201,1
201,1
201,1
290,1
311,1
311,1
337,1
353,1
380,1
380,1
399,1
414,1
414,1
414,1
416,1
431,1
431,1
435,1
455,1
460,1
467,1
493,1
493,1
500,1
500,1
500,1
531,1
565,1
567,1
567,1
605,1
605,1
669,1
705,1
738,1
769,1
770,1
770,1
821,1
900,1
900,1
908,1
908,1
929,1
929,1
957,1
957,1
971,1
971,1
119,1
119,1
119,1
127,1
159,1
178,1
182,1
182,1
188,1
202,1
242,1
308,1
317,1
335,1
335,1
335,1
385,1
404,1
404,1
410,1
444,1
478,1
478,1
502,1
502,1
502,1
522,1
522,1
524,1
529,1
529,1
555,1
555,1
672,1
680,1
704,1
754,1
754,1
756,1
858,1
871,1
871,1
906,1
938,1
939,1
978,1
12,1
17,1
17,1
17,1
54,1
54,1
74,1
74,1
86,1
133,1
158,1
244,1
255,1
255,1
284,1
378,1
398,1
398,1
398,1
411,1
411,1
426,1
426,1
454,1
462,1
462,1
462,1
477,1
477,1
477,1
516,1
540,1
540,1
540,1
636,1
636,1
673,1
673,1
718,1
721,1
752,1
752,1
752,1
797,1
877,1
879,1
936,1
980,1
980,1
980,1
983,1
983,1
997,1
997,1
1,2
1,2
1,2
1,2
3,2
3,2
3,2
40,2
58,2
62,2
85,2
85,2
101,2
142,2
150,2
164,2
164,2
164,2
199,2
199,2
199,2
219,2
221,2
274,2
274,2
336,2
336,2
393,2
393,2
400,2
427,2
427,2
427,2
441,2
457,2
457,2
466,2
497,2
544,2
552,2
571,2
571,2
587,2
587,2
589,2
589,2
616,2
650,2
650,2
670,2
687,2
712,2
712,2
734,2
734,2
757,2
788,2
812,2
812,2
855,2
888,2
925,2
926,2
945,2
945,2
966,2
966,2
966,2
966,2
973,2
996,2
996,2
23,2
23,2
23,2
70,2
78,2
89,2
89,2
118,2
118,2
121,2
154,2
154,2
154,2
154,2
160,2
193,2
208,2
208,2
223,2
241,2
241,2
241,2
243,2
243,2
245,2
245,2
259,2
268,2
314,2
326,2
349,2
355,2
430,2
433,2
456,2
456,2
489,2
510,2
510,2
541,2
564,2
564,2
569,2
582,2
583,2
583,2
583,2
615,2
644,2
644,2
649,2
651,2
692,2
703,2
743,2
805,2
805,2
816,2
816,2
820,2
859,2
865,2
865,2
880,2
880,2
880,2
880,2
886,2
886,2
887,2
892,2
901,2
953,2
963,2
986,2
25,2
25,2
25,2
45,2
77,2
90,2
90,2
93,2
96,2
96,2
96,2
108,2
136,2
144,2
144,2
144,2
155,2
155,2
163,2
216,2
226,2
226,2
226,2
226,2
251,2
267,2
283,2
283,2
289,2
305,2
321,2
321,2
321,2
321,2
321,2
340,2
340,2
364,2
436,2
448,2
481,2
490,2
490,2
492,2
538,2
538,2
551,2
561,2
561,2
590,2
590,2
635,2
635,2
635,2
635,2
635,2
685,2
686,2
720,2
730,2
750,2
759,2
806,2
846,2
846,2
847,2
920,2
935,2
948,2
948,2
974,2
994,2
994,2
25,2
25,2
25,2
45,2
77,2
90,2
90,2
93,2
96,2
96,2
96,2
108,2
136,2
144,2
144,2
144,2
155,2
155,2
163,2
216,2
226,2
226,2
226,2
226,2
251,2
267,2
283,2
283,2
289,2
305,2
321,2
321,2
321,2
321,2
321,2
340,2
340,2
364,2
436,2
448,2
481,2
490,2
490,2
492,2
538,2
538,2
551,2
561,2
561,2
590,2
590,2
635,2
635,2
635,2
635,2
635,2
685,2
686,2
720,2
730,2
750,2
759,2
806,2
846,2
846,2
847,2
920,2
935,2
948,2
948,2
974,2
994,2
994,2
25,2
25,2
25,2
45,2
77,2
90,2
90,2
93,2
96,2
96,2
96,2
108,2
136,2
144,2
144,2
144,2
155,2
155,2
163,2
216,2
226,2
226,2
226,2
226,2
251,2
267,2
283,2
283,2
289,2
305,2
321,2
321,2
321,2
321,2
321,2
340,2
340,2
364,2
436,2
448,2
481,2
490,2
490,2
492,2
538,2
538,2
551,2
561,2
561,2
590,2
590,2
635,2
635,2
635,2
635,2
635,2
685,2
686,2
720,2
730,2
750,2
759,2
806,2
846,2
846,2
847,2
920,2
935,2
948,2
948,2
974,2
994,2
994,2
25,2
25,2
25,2
45,2
77,2
90,2
90,2
93,2
96,2
96,2
96,2
108,2
136,2
144,2
144,2
144,2
155,2
155,2
163,2
216,2
226,2
226,2
226,2
226,2
251,2
267,2
283,2
283,2
289,2
305,2
321,2
321,2
321,2
321,2
321,2
340,2
340,2
364,2
436,2
448,2
481,2
490,2
490,2
492,2
538,2
538,2
551,2
561,2
561,2
590,2
590,2
635,2
635,2
635,2
635,2
635,2
685,2
686,2
720,2
730,2
750,2
759,2
806,2
846,2
846,2
847,2
920,2
935,2
948,2
948,2
974,2
994,2
994,2
106,2
117,2
200,2
217,2
217,2
232,2
236,2
236,2
236,2
281,2
281,2
306,2
310,2
316,2
381,2
381,2
387,2
438,2
438,2
438,2
483,2
507,2
508,2
508,2
597,2
597,2
597,2
646,2
742,2
742,2
781,2
835,2
840,2
842,2
842,2
919,2
949,2
956,2
44,2
69,2
73,2
81,2
132,2
140,2
140,2
153,2
165,2
165,2
177,2
177,2
195,2
203,2
203,2
203,2
235,2
296,2
312,2
338,2
367,2
369,2
369,2
369,2
390,2
390,2
449,2
449,2
572,2
625,2
637,2
637,2
637,2
711,2
714,2
714,2
714,2
723,2
798,2
798,2
817,2
817,2
817,2
817,2
839,2
839,2
863,2
863,2
893,2
912,2
924,2
924,2
930,2
967,2
967,2
967,2
972,2
985,2
44,2
69,2
73,2
81,2
132,2
140,2
140,2
153,2
165,2
165,2
177,2
177,2
195,2
203,2
203,2
203,2
235,2
296,2
312,2
338,2
367,2
369,2
369,2
369,2
390,2
390,2
449,2
449,2
572,2
625,2
637,2
637,2
637,2
711,2
714,2
714,2
714,2
723,2
798,2
798,2
817,2
817,2
817,2
817,2
839,2
839,2
863,2
863,2
893,2
912,2
924,2
924,2
930,2
967,2
967,2
967,2
972,2
985,2
14,2
37,2
60,2
91,2
91,2
116,2
131,2
166,2
249,2
266,2
341,2
346,2
357,2
357,2
358,2
445,2
445,2
469,2
480,2
480,2
482,2
484,2
484,2
523,2
523,2
525,2
536,2
536,2
536,2
536,2
537,2
548,2
554,2
554,2
633,2
652,2
652,2
663,2
663,2
694,2
694,2
694,2
731,2
731,2
808,2
815,2
815,2
843,2
862,2
874,2
895,2
950,2
962,2
970,2
970,2
14,2
37,2
60,2
91,2
91,2
116,2
131,2
166,2
249,2
266,2
341,2
346,2
357,2
357,2
358,2
445,2
445,2
469,2
480,2
480,2
482,2
484,2
484,2
523,2
523,2
525,2
536,2
536,2
536,2
536,2
537,2
548,2
554,2
554,2
633,2
652,2
652,2
663,2
663,2
694,2
694,2
694,2
731,2
731,2
808,2
815,2
815,2
843,2
862,2
874,2
895,2
950,2
962,2
970,2
970,2
31,2
31,2
43,2
43,2
53,2
53,2
63,2
71,2
80,2
83,2
145,2
147,2
147,2
213,2
213,2
231,2
231,2
262,2
269,2
269,2
273,2
273,2
309,2
345,2
345,2
348,2
348,2
359,2
419,2
428,2
458,2
458,2
458,2
499,2
499,2
499,2
528,2
550,2
603,2
603,2
634,2
679,2
679,2
682,2
682,2
695,2
700,2
700,2
715,2
715,2
795,2
795,2
829,2
832,2
832,2
832,2
832,2
31,2
31,2
43,2
43,2
53,2
53,2
63,2
71,2
80,2
83,2
145,2
147,2
147,2
213,2
213,2
231,2
231,2
262,2
269,2
269,2
273,2
273,2
309,2
345,2
345,2
348,2
348,2
359,2
419,2
428,2
458,2
458,2
458,2
499,2
499,2
499,2
528,2
550,2
603,2
603,2
634,2
679,2
679,2
682,2
682,2
695,2
700,2
700,2
715,2
715,2
795,2
795,2
829,2
832,2
832,2
832,2
832,2
31,2
31,2
43,2
43,2
53,2
53,2
63,2
71,2
80,2
83,2
145,2
147,2
147,2
213,2
213,2
231,2
231,2
262,2
269,2
269,2
273,2
273,2
309,2
345,2
345,2
348,2
348,2
359,2
419,2
428,2
458,2
458,2
458,2
499,2
499,2
499,2
528,2
550,2
603,2
603,2
634,2
679,2
679,2
682,2
682,2
695,2
700,2
700,2
715,2
715,2
795,2
795,2
829,2
832,2
832,2
832,2
832,2
31,2
31,2
43,2
43,2
53,2
53,2
63,2
71,2
80,2
83,2
145,2
147,2
147,2
213,2
213,2
231,2
231,2
262,2
269,2
269,2
273,2
273,2
309,2
345,2
345,2
348,2
348,2
359,2
419,2
428,2
458,2
458,2
458,2
499,2
499,2
499,2
528,2
550,2
603,2
603,2
634,2
679,2
679,2
682,2
682,2
695,2
700,2
700,2
715,2
715,2
795,2
795,2
829,2
832,2
832,2
832,2
832,2
110,2
110,2
124,2
152,2
168,2
191,2
191,2
214,2
280,2
280,2
280,2
280,2
344,2
370,2
370,2
392,2
392,2
450,2
485,2
485,2
485,2
491,2
491,2
509,2
509,2
515,2
515,2
515,2
547,2
547,2
553,2
553,2
573,2
588,2
588,2
626,2
688,2
688,2
688,2
688,2
735,2
755,2
833,2
833,2
853,2
853,2
853,2
853,2
853,2
873,2
873,2
873,2
883,2
889,2
889,2
896,2
928,2
928,2
928,2
959,2
959,2
993,2
6,2
6,2
15,2
16,2
47,2
47,2
52,2
112,2
112,2
112,2
112,2
148,2
148,2
170,2
185,2
201,2
201,2
201,2
290,2
311,2
311,2
337,2
353,2
380,2
380,2
399,2
414,2
414,2
414,2
416,2
431,2
431,2
435,2
455,2
460,2
467,2
493,2
493,2
500,2
500,2
500,2
531,2
565,2
567,2
567,2
605,2
605,2
669,2
705,2
738,2
769,2
770,2
770,2
821,2
900,2
900,2
908,2
908,2
929,2
929,2
957,2
957,2
971,2
971,2
6,2
6,2
15,2
16,2
47,2
47,2
52,2
112,2
112,2
112,2
112,2
148,2
148,2
170,2
185,2
201,2
201,2
201,2
290,2
311,2
311,2
337,2
353,2
380,2
380,2
399,2
414,2
414,2
414,2
416,2
431,2
431,2
435,2
455,2
460,2
467,2
493,2
493,2
500,2
500,2
500,2
531,2
565,2
567,2
567,2
605,2
605,2
669,2
705,2
738,2
769,2
770,2
770,2
821,2
900,2
900,2
908,2
908,2
929,2
929,2
957,2
957,2
971,2
971,2
119,2
119,2
119,2
127,2
159,2
178,2
182,2
182,2
188,2
202,2
242,2
308,2
317,2
335,2
335,2
335,2
385,2
404,2
404,2
410,2
444,2
478,2
478,2
502,2
502,2
502,2
522,2
522,2
524,2
529,2
529,2
555,2
555,2
672,2
680,2
704,2
754,2
754,2
756,2
858,2
871,2
871,2
906,2
938,2
939,2
978,2
119,2
119,2
119,2
127,2
159,2
178,2
182,2
182,2
188,2
202,2
242,2
308,2
317,2
335,2
335,2
335,2
385,2
404,2
404,2
410,2
444,2
478,2
478,2
502,2
502,2
502,2
522,2
522,2
524,2
529,2
529,2
555,2
555,2
672,2
680,2
704,2
754,2
754,2
756,2
858,2
871,2
871,2
906,2
938,2
939,2
978,2
12,2
17,2
17,2
17,2
54,2
54,2
74,2
74,2
86,2
133,2
158,2
244,2
255,2
255,2
284,2
378,2
398,2
398,2
398,2
411,2
411,2
426,2
426,2
454,2
462,2
462,2
462,2
477,2
477,2
477,2
516,2
540,2
540,2
540,2
636,2
636,2
673,2
673,2
718,2
721,2
752,2
752,2
752,2
797,2
877,2
879,2
936,2
980,2
980,2
980,2
983,2
983,2
997,2
997,2
19,2
19,2
19,2
21,2
21,2
29,2
29,2
56,2
56,2
56,2
67,2
105,2
105,2
105,2
111,2
111,2
111,2
115,2
126,2
162,2
194,2
205,2
205,2
212,2
212,2
252,2
253,2
253,2
253,2
271,2
287,2
287,2
292,2
292,2
292,2
318,2
327,2
329,2
329,2
375,2
395,2
417,2
501,2
530,2
530,2
549,2
574,2
574,2
586,2
594,2
697,2
697,2
697,2
707,2
717,2
717,2
717,2
732,2
732,2
732,2
732,2
748,2
793,2
793,2
793,2
794,2
794,2
802,2
802,2
838,2
838,2
850,2
915,2
964,2
964,2
964,2
968,2
84,2
84,2
87,2
87,2
87,2
87,2
87,2
87,2
88,2
88,2
103,2
103,2
125,2
125,2
125,2
286,2
286,2
288,2
294,2
299,2
342,2
342,2
347,2
386,2
405,2
434,2
451,2
472,2
513,2
513,2
513,2
518,2
648,2
783,2
784,2
785,2
785,2
811,2
811,2
811,2
826,2
826,2
878,2
903,2
914,2
914,2
914,2
931,2
977,2
981,2
988,2
989,2
84,2
84,2
87,2
87,2
87,2
87,2
87,2
87,2
88,2
88,2
103,2
103,2
125,2
125,2
125,2
286,2
286,2
288,2
294,2
299,2
342,2
342,2
347,2
386,2
405,2
434,2
451,2
472,2
513,2
513,2
513,2
518,2
648,2
783,2
784,2
785,2
785,2
811,2
811,2
811,2
826,2
826,2
878,2
903,2
914,2
914,2
914,2
931,2
977,2
981,2
988,2
989,2
64,2
79,2
79,2
107,2
107,2
146,2
146,2
146,2
146,2
146,2
172,2
172,2
172,2
172,2
172,2
173,2
179,2
179,2
179,2
186,2
204,2
204,2
204,2
218,2
218,2
225,2
225,2
282,2
366,2
366,2
368,2
379,2
396,2
401,2
418,2
418,2
473,2
473,2
514,2
521,2
539,2
585,2
585,2
585,2
618,2
618,2
618,2
618,2
643,2
662,2
709,2
728,2
739,2
758,2
758,2
758,2
766,2
766,2
771,2
771,2
771,2
775,2
775,2
790,2
827,2
827,2
827,2
897,2
910,2
944,2
944,2
958,2
969,2
969,2
1,3
1,3
1,3
1,3
3,3
3,3
3,3
40,3
58,3
62,3
85,3
85,3
101,3
142,3
150,3
164,3
164,3
164,3
199,3
199,3
199,3
219,3
221,3
274,3
274,3
336,3
336,3
393,3
393,3
400,3
427,3
427,3
427,3
441,3
457,3
457,3
466,3
497,3
544,3
552,3
571,3
571,3
587,3
587,3
589,3
589,3
616,3
650,3
650,3
670,3
687,3
712,3
712,3
734,3
734,3
757,3
788,3
812,3
812,3
855,3
888,3
925,3
926,3
945,3
945,3
966,3
966,3
966,3
966,3
973,3
996,3
996,3
1,3
1,3
1,3
1,3
3,3
3,3
3,3
40,3
58,3
62,3
85,3
85,3
101,3
142,3
150,3
164,3
164,3
164,3
199,3
199,3
199,3
219,3
221,3
274,3
274,3
336,3
336,3
393,3
393,3
400,3
427,3
427,3
427,3
441,3
457,3
457,3
466,3
497,3
544,3
552,3
571,3
571,3
587,3
587,3
589,3
589,3
616,3
650,3
650,3
670,3
687,3
712,3
712,3
734,3
734,3
757,3
788,3
812,3
812,3
855,3
888,3
925,3
926,3
945,3
945,3
966,3
966,3
966,3
966,3
973,3
996,3
996,3
1,3
1,3
1,3
1,3
3,3
3,3
3,3
40,3
58,3
62,3
85,3
85,3
101,3
142,3
150,3
164,3
164,3
164,3
199,3
199,3
199,3
219,3
221,3
274,3
274,3
336,3
336,3
393,3
393,3
400,3
427,3
427,3
427,3
441,3
457,3
457,3
466,3
497,3
544,3
552,3
571,3
571,3
587,3
587,3
589,3
589,3
616,3
650,3
650,3
670,3
687,3
712,3
712,3
734,3
734,3
757,3
788,3
812,3
812,3
855,3
888,3
925,3
926,3
945,3
945,3
966,3
966,3
966,3
966,3
973,3
996,3
996,3
1,3
1,3
1,3
1,3
3,3
3,3
3,3
40,3
58,3
62,3
85,3
85,3
101,3
142,3
150,3
164,3
164,3
164,3
199,3
199,3
199,3
219,3
221,3
274,3
274,3
336,3
336,3
393,3
393,3
400,3
427,3
427,3
427,3
441,3
457,3
457,3
466,3
497,3
544,3
552,3
571,3
571,3
587,3
587,3
589,3
589,3
616,3
650,3
650,3
670,3
687,3
712,3
712,3
734,3
734,3
757,3
788,3
812,3
812,3
855,3
888,3
925,3
926,3
945,3
945,3
966,3
966,3
966,3
966,3
973,3
996,3
996,3
1,3
1,3
1,3
1,3
3,3
3,3
3,3
40,3
58,3
62,3
85,3
85,3
101,3
142,3
150,3
164,3
164,3
164,3
199,3
199,3
199,3
219,3
221,3
274,3
274,3
336,3
336,3
393,3
393,3
400,3
427,3
427,3
427,3
441,3
457,3
457,3
466,3
497,3
544,3
552,3
571,3
571,3
587,3
587,3
589,3
589,3
616,3
650,3
650,3
670,3
687,3
712,3
712,3
734,3
734,3
757,3
788,3
812,3
812,3
855,3
888,3
925,3
926,3
945,3
945,3
966,3
966,3
966,3
966,3
973,3
996,3
996,3
1,3
1,3
1,3
1,3
3,3
3,3
3,3
40,3
58,3
62,3
85,3
85,3
101,3
142,3
150,3
164,3
164,3
164,3
199,3
199,3
199,3
219,3
221,3
274,3
274,3
336,3
336,3
393,3
393,3
400,3
427,3
427,3
427,3
441,3
457,3
457,3
466,3
497,3
544,3
552,3
571,3
571,3
587,3
587,3
589,3
589,3
616,3
650,3
650,3
670,3
687,3
712,3
712,3
734,3
734,3
757,3
788,3
812,3
812,3
855,3
888,3
925,3
926,3
945,3
945,3
966,3
966,3
966,3
966,3
973,3
996,3
996,3
25,3
25,3
25,3
45,3
77,3
90,3
90,3
93,3
96,3
96,3
96,3
108,3
136,3
144,3
144,3
144,3
155,3
155,3
163,3
216,3
226,3
226,3
226,3
226,3
251,3
267,3
283,3
283,3
289,3
305,3
321,3
321,3
321,3
321,3
321,3
340,3
340,3
364,3
436,3
448,3
481,3
490,3
490,3
492,3
538,3
538,3
551,3
561,3
561,3
590,3
590,3
635,3
635,3
635,3
635,3
635,3
685,3
686,3
720,3
730,3
750,3
759,3
806,3
846,3
846,3
847,3
920,3
935,3
948,3
948,3
974,3
994,3
994,3
25,3
25,3
25,3
45,3
77,3
90,3
90,3
93,3
96,3
96,3
96,3
108,3
136,3
144,3
144,3
144,3
155,3
155,3
163,3
216,3
226,3
226,3
226,3
226,3
251,3
267,3
283,3
283,3
289,3
305,3
321,3
321,3
321,3
321,3
321,3
340,3
340,3
364,3
436,3
448,3
481,3
490,3
490,3
492,3
538,3
538,3
551,3
561,3
561,3
590,3
590,3
635,3
635,3
635,3
635,3
635,3
685,3
686,3
720,3
730,3
750,3
759,3
806,3
846,3
846,3
847,3
920,3
935,3
948,3
948,3
974,3
994,3
994,3
44,3
69,3
73,3
81,3
132,3
140,3
140,3
153,3
165,3
165,3
177,3
177,3
195,3
203,3
203,3
203,3
235,3
296,3
312,3
338,3
367,3
369,3
369,3
369,3
390,3
390,3
449,3
449,3
572,3
625,3
637,3
637,3
637,3
711,3
714,3
714,3
714,3
723,3
798,3
798,3
817,3
817,3
817,3
817,3
839,3
839,3
863,3
863,3
893,3
912,3
924,3
924,3
930,3
967,3
967,3
967,3
972,3
985,3
14,3
37,3
60,3
91,3
91,3
116,3
131,3
166,3
249,3
266,3
341,3
346,3
357,3
357,3
358,3
445,3
445,3
469,3
480,3
480,3
482,3
484,3
484,3
523,3
523,3
525,3
536,3
536,3
536,3
536,3
537,3
548,3
554,3
554,3
633,3
652,3
652,3
663,3
663,3
694,3
694,3
694,3
731,3
731,3
808,3
815,3
815,3
843,3
862,3
874,3
895,3
950,3
962,3
970,3
970,3
14,3
37,3
60,3
91,3
91,3
116,3
131,3
166,3
249,3
266,3
341,3
346,3
357,3
357,3
358,3
445,3
445,3
469,3
480,3
480,3
482,3
484,3
484,3
523,3
523,3
525,3
536,3
536,3
536,3
536,3
537,3
548,3
554,3
554,3
633,3
652,3
652,3
663,3
663,3
694,3
694,3
694,3
731,3
731,3
808,3
815,3
815,3
843,3
862,3
874,3
895,3
950,3
962,3
970,3
970,3
10,3
10,3
10,3
27,3
42,3
42,3
135,3
176,3
187,3
197,3
254,3
254,3
256,3
256,3
256,3
260,3
260,3
263,3
263,3
279,3
291,3
293,3
361,3
383,3
389,3
389,3
420,3
420,3
429,3
429,3
453,3
453,3
453,3
453,3
463,3
463,3
463,3
488,3
503,3
503,3
503,3
503,3
517,3
519,3
519,3
532,3
532,3
532,3
606,3
606,3
606,3
612,3
612,3
612,3
619,3
619,3
631,3
667,3
667,3
668,3
671,3
691,3
691,3
691,3
729,3
733,3
745,3
764,3
764,3
779,3
779,3
782,3
782,3
836,3
841,3
875,3
890,3
902,3
917,3
